"source_id","table","title","url","status_code","ok","issue","fix_applied","new_url","red_team_verdict","checked_date"
"src-exeter-nps-war-independence","Source","","https://www.nps.gov/nr/travel/revwar/index.htm","404","false","","true","https://www.nps.gov/subjects/americanrevolution/visit.htm","","2026-07-07"
"src-exeter-nh-historical-society","Source","","https://www.nhhistory.org/","200","true","","","","","2026-07-07"
"src-exeter-wikipedia","Source","","https://en.wikipedia.org/wiki/Exeter,_New_Hampshire","200","true","","","","","2026-07-07"
"src-exeter-visit-tourism","Source","","https://www.exeternh.gov/","200","true","","","","","2026-07-07"
"src-annapolis-washington-resignation","Source","General Washington's Address to Congress on Resigning His Commission, December 2","https://www.loc.gov/resource/mgw3b.048/?sp=330","403","true","bot-blocked","","","INACCESSIBLE","2026-07-07"
"src-annapolis-treaty-paris-ratification","Source","Ratification of the Treaty of Paris by the Continental Congress, January 14, 178","https://www.archives.gov/milestone-documents/treaty-of-paris","200","true","","","","ISSUE","2026-07-07"
"src-annapolis-journals-continental-congress-1783","Source","Journals of the Continental Congress, Volume XXV (1783)","https://memory.loc.gov/ammem/amlaw/lwjc.html","403","true","bot-blocked","","","ISSUE","2026-07-07"
"src-annapolis-md-state-archives","Source","Maryland State Archives: Revolutionary War Records Collection","https://msa.maryland.gov/","200","true","","","","ISSUE","2026-07-07"
"src-exeter-nh-constitution-1776","Source","Constitution of New Hampshire, January 5, 1776","https://www.sos.nh.gov/archives","403","true","bot-blocked","","","ISSUE","2026-07-07"
"src-exeter-continental-association-exeter","Source","Exeter Committee of Safety Records, 1775-1783","https://www.sos.nh.gov/archives","403","true","bot-blocked","","","ISSUE","2026-07-07"
"src-annapolis-maryland-historical-society","Source","","https://www.mdhs.org/","403","true","bot-blocked","","","","2026-07-07"
"src-annapolis-wikipedia","Source","","https://en.wikipedia.org/wiki/Annapolis,_Maryland","200","true","","","","","2026-07-07"
"src-annapolis-visit-tourism","Source","","https://www.visitannapolis.org/","200","true","","","","","2026-07-07"
"src-baltimore-continental-congress-baltimore","Source","Journals of the Continental Congress, December 1776 - February 1777 (Baltimore S","https://memory.loc.gov/ammem/amlaw/lwjc.html","403","true","bot-blocked","","","ISSUE","2026-07-07"
"src-baltimore-privateering-records","Source","Maryland Admiralty Court Records: Privateering Commissions, 1776-1783","https://msa.maryland.gov/","200","true","","","","ISSUE","2026-07-07"
"src-baltimore-md-state-archives-revolution","Source","Maryland State Archives: Baltimore County Committee of Observation Records","https://msa.maryland.gov/","200","true","","","","ISSUE","2026-07-07"
"src-baltimore-nps-flag-house","Source","","https://flaghouse.org/","200","true","","","","","2026-07-07"
"src-baltimore-maryland-historical-magazine","Source","","https://www.mdhs.org/research/maryland-historical-magazine/","403","true","bot-blocked","","","","2026-07-07"
"src-baltimore-maryland-line","Source","","https://allthingsliberty.com/2016/08/maryland-400/","404","false","","true","https://msa.maryland.gov/maryland400","","2026-07-07"
"src-baltimore-balt-museum-of-industry","Source","","https://www.thebmi.org/","200","true","","","","","2026-07-07"
"src-baltimore-wikipedia","Source","","https://en.wikipedia.org/wiki/Baltimore","200","true","","","","","2026-07-07"
"src-baltimore-visit-baltimore","Source","","https://baltimore.org/","200","true","","","","","2026-07-07"
"src-dover-nps-first-state","Source","","https://www.nps.gov/frst/index.htm","200","true","","","","","2026-07-07"
"src-dover-delaware-historical-society","Source","","https://dehs.org/","200","false","redirects to homepage","true","https://dehistory.org/","","2026-07-07"
"src-dover-wikipedia","Source","","https://en.wikipedia.org/wiki/Dover,_Delaware","200","true","","","","","2026-07-07"
"src-dover-visit-delaware","Source","","https://www.visitdelaware.com/","200","true","","","","","2026-07-07"
"src-wilmington-cooch-bridge-pension","Source","Revolutionary War Pension Applications: Delaware Veterans","https://www.fold3.com/collection/revolutionary-war-pension-bounty-land-warrant-application-files","404","false","","true","https://www.archives.gov/research/military/american-revolution","INACCESSIBLE","2026-07-07"
"src-wilmington-continental-army-orders","Source","Orderly Books of the Continental Army: Delaware Campaign, September 1777","https://www.loc.gov/collections/george-washington-papers/","403","true","bot-blocked","","","INACCESSIBLE","2026-07-07"
"src-wilmington-nps-brandywine","Source","","https://brandywinebattlefield.org/","200","true","","","","","2026-07-07"
"src-wilmington-delaware-historical-society","Source","","https://dehs.org/","200","true","","","","","2026-07-07"
"src-kaskaskia-george-rogers-clark-nhp","Source","","https://www.nps.gov/gero/index.htm","200","true","","","","","2026-07-07"
"src-dover-delaware-declaration","Source","Delaware Declaration of Rights and Fundamental Rules, September 11, 1776","https://archives.delaware.gov/","200","true","","","","ISSUE","2026-07-07"
